,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-86-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Educating fisheries managers
3,Editor :,"Amidei, Rosemary"
4,Publication Year :,1987
5,Source Citation:,"""Proceedings of a California Sea Grant Workshop,"" University of California, Davis, April 3, 1986."
6,# Pages / Video Length:,43
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,T-CSGCP-016
9,Project #:,A/P-1
10,Abstract:,"Demands on the fisheries manager have changed radically in the past two decades. The complexity of such issues as the length of a fishing season or the regulation of mixed-species fisheries requires not only biological but political, economic, and sociological considerations as well. Management and communications skills have become essential. In this proceedings of a meeting sponsored by California Sea Grant in April 1986, the education and training of fisheries managers are addressed from several perspectives to see how universities, industry, and government agencies can respond to changing needs."
