,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-84-016
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,LEGAL COLUMN-FEDERAL CONSISTENCY AFTER INTERIOR V. CALIFORNIA
3,Author:,"HILDRETH, RICHARD"
4,,"HOLT, MARY"
5,Publication Year :,1984
6,Source Citation:,"COASTAL SOCIETY BULLETIN, 8(01):14-19, 1984"
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-84-016
10,Grant/Contract #:,NOAA SEA GRANT
11,Abstract:,LAW;CALIFORNIA;​COASTAL ZONE MANAGEMENT
