,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-92-064
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Late holocene tectonics and paleoseismicity​, southern Cascadia subduction zone"
3,Author:,"Clarke, Samuel H. Jr."
4,,"Carver, Gary A."
5,Publication Year :,1992
6,Source Citation:,"""Science,"" 255:188-192, January 10, 1992."
7,# Pages / Video Length:,5
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/CZ-86
10,Abstract:,"Holocene deformation indicative of large subduction-zone earthquakes has occurred on two large thrust fault systems in the Humboldt Bay region of northern California. Displaced stratigraphic markers record three offsets of 5 to 7 m each on the Little Salmon fault during the past 1700 years. Smaller and less frequent Holocene displacements have occurred in the Mad River fault zone. Elsewhere, as many as five episodes of sudden subsidence of marsh peats and fossil forests and uplift of marine terraces are recorded. Carbon-14 dates suggest that the faulting, subsidence, and uplift events were synchronous. Relations between magnitude and various fault-offset parameters indicate that earthquakes accompanying displacements on the Little Salmon fault had magnitudes of at least 7.6 to 7.8. More likely this faulting accompanied rupture of the boundary between the Gorda and North American plates, and magnitudes were about 8.4 or greater."
