,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-058
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Survival, growth, and body composition of white sturgeon larvae fed purified and commercial diets at 14.7 and 18.4 degrees C"
3,Author:,"Lutes, Paul B."
4,,"Hung, Silas S. O."
5,,"Conte, Fred S."
6,Publication Year :,1990
7,Source Citation:,"""The Progressive Fish-​Culturist,"" 52:192-196, 1990."
8,# Pages / Video Length:,5
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-90
11,Abstract:,"White sturgeon larvae fed artificial diets grow at a slower rate than do larvae fed live natural food. Providing live natural food, however, is impractical for reasons such as availability, cost, and storage, for even moderate-scale production. The primary objective of this study was to identify an adequate purified diet for white sturgeon larvae. This would allow us to examine specific aspects of larval nutrition, including nutrient requirements and palatability of feed, and would thereby lead to the formulation of an artificial diet producing optimal growth and survival. A second objective was to determine the effect of lower water temperature on survival of white sturgeon larvae."
