,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-92-059
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Re-​qualification of offshore platforms
3,Author:,"Bea, R. G."
4,Publication Year :,1992
5,Source Citation:,"""Civil Engineering in the Oceans V,"" Proceedings International Conference Committees: Ocean Engineering & Wave and Wave Forces, pp 427-443, College Station, Texas, November 2-5, 1992."
6,# Pages / Video Length:,17
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/OE-19
9,Abstract:,Older platforms that are being re-qualified for extended service involve many technical problems that are unlike those associated with design of new platforms. Procedures to help resolve some of these problems are presented. Case studies used to verify the procedures are summarized.
