,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-015
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Kelp wrack: hopping with life in Los Angeles County
3,Author:,"Dugan, Jenifer E."
4,,"Johnson, Christina S."
5,Publication Year :,2011
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Project #:,C/P-1
9,Abstract:,"The same waves that pound the shore off California also tear large amounts of seaweed from the region?s giant kelp forests and rocky reefs. Much of this drift seaweed, known as wrack, is eventually washed ashore. On many of Southern California?s beaches, tractors will remove this wrack (along with trash and litter) and rake the sand, in a process known as beach grooming. With California Sea Grant support, biologists at the University of California and Pepperdine University have been studying wrack?s role in coastal ecosystems and the ecological consequences of mechanically removing it from sandy beaches."
