,MetadataField,Metadata
0,NSGL Document #:,CASG-Q-11-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"California Sea Grant College Program 2007-2010: Site Review Briefing Book May 17-18, 2011"
3,Author:,"Eckman, James E. (Director)"
4,,"Oh, Shauna"
5,,"Hughes, Catherine"
6,,"Gear, Marsha"
7,,"Starr, Richard"
8,Publication Year :,2011
9,Publisher:,University of California Sea Grant College Program
10,# Pages / Video Length:,20
11,Publication Type:,"program reports (annual, progress, planning reports, etc)"
12,Program Report #:,Report No. P-009
13,Grant/Contract #:,NOAA Sea Grant No. NA10OAR4170060
14,Project #:,C/P-1
15,Abstract:,"California Sea Grant (CASG) uses a management team approach in setting policies and coordinating the program’s activities in research, outreach and education in one of the most populous and diverse coastal states in the nation. The team meets bimonthly face-to-face, and uses telephone and email discussions to deal with urgent business that arises between meetings. This document reports on the activities and accomplishments of the California Sea Grant College Program for 2007-2010. It was compiled as a booklet for the Sea Grant Site Review Team."
