,MetadataField,Metadata
0,NSGL Document #:,CASG-G-13-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Phytoplankton and bacteria nutrient use: impacts of nutrient loading on the base of the food web
3,Author:,"Schmidt, Calla"
4,,"Coomber, Caitlin"
5,,"Johnson, Christina"
6,Publication Year :,2013
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Project #:,R/SF-48
10,Abstract:,"Treated municipal wastewater contains a form of nitrogen known as ammonium. When discharged into waterways, this ammonium may alter phytoplankton (algal) communities and potentially degrade available food resources for zooplankton and other organisms"
