,MetadataField,Metadata
0,NSGL Document #:,SCU-R-11-004
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"Abundance, habitat use and movement patterns of the shovelnose guitarfish (Rhinobatos productus) in a restored southern California estuary"
3,Author:,"Farrugia, Thomas J."
4,,"Espinoza, Mario"
5,,"Lowe, Christopher G."
6,Publication Year :,2011
7,Source Citation:,"""Marine and Freshwater Research,"" (62):648-657, 2011."
8,DOI #:,10.1071/MF10173
9,# Pages / Video Length:,10
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,USCSG-R-06-2011
12,Abstract:,"Abstract. Coastal elasmobranchs such as the shovelnose guitarfish (Rhinobatos productus) seasonally use bays and estuaries for mating, pupping and feeding. However, many human-populated coastal areas have been developed, making them unavailable to coastal fish populations. The Full Tidal Basin (FTB) of the Bolsa Chica Ecological Reserve, California, USA, was completed in 2006, with the aim to restore lost estuarine habitat in southern California. Monthly abundance surveys conducted inside the FTB between June 2008 and September 2009 showed that shovelnose guitarfish were present throughout the year. Over 96% of the individuals caught were juveniles and these were most abundant in waters between 208C and 248C. Concurrently, 23 shovelnose guitarfish were fitted with coded acoustic transmitters and continuously tracked within the FTB for 16 months. Telemetry data showed individuals remained inside the FTB for, on average, 73.9 days (range 15-172 days), and made few movements between the FTB and the ocean. Tagged individuals disproportionat​ely used mud habitats and waters at temperatures of 228C, both of which are more common in the FTB than the neighboring coastal ocean. The present study examined the structure and functionality of a restored estuary and suggests that the FTB is important habitat for a benthic predator, a promising result three years after restoration."
