,MetadataField,Metadata
0,NSGL Document #:,CASG-R-10-026
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Hybrid isoprenoid secondary metabolite production in terrestrial and marine actinomycetes
3,Author:,"Gallagher, Kelley A."
4,,"Fenical, William"
5,,"Jensen, Paul R."
6,Publication Year :,2010
7,Source Citation:,"""Current Opinion in Biotechnology,"" 21:794-800, 2010."
8,DOI #:,10.1016/j.copbi​o.2010. 09.010.
9,# Pages / Video Length:,7
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/NMP-100
12,Abstract:,"Terpenoids are among the most ubiquitous and diverse secondary metabolites observed in nature. Although actinomycete bacteria are one of the primary sources of microbially derived secondary metabolites, they rarely produce compounds in this biosynthetic class. The terpenoid secondary metabolites that have been discovered from actinomycetes are often in the form of biosynthetic hybrids called hybrid isoprenoids (HIs). HIs include significant structural diversity and biological activity and thus are important targets for natural product discovery. Recent screening of marine actinomycetes has led to the discovery of a new lineage that is enriched in the production of biologically active HI secondary metabolites. These strains represent a promising resource for natural product discovery and provide unique opportunities to study the evolutionary history and ecological functions of an unusual group of secondary metabolites."
