,MetadataField,Metadata
0,NSGL Document #:,SCU-R-81-001
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,ORTHOPHOSPHATE UPTAKE BY PHYTOPLANKTON AND BACTERIOPLANKTO​N FROM THE LOS ANGELES HARBOR AND SOUTHERN CALIFORNIA COASTAL WATERS
3,Author:,"KREMPIN, D W"
4,,"MC GRATH, S M"
5,,"SOO, HOO J BEELER"
6,,"SULLIVAN, C W"
7,Publication Year :,1981
8,Source Citation:,"MARINE BIOLOGY, 64( ):0023-0033, 1981"
9,Publication Type:,reprints (peer-reviewed)
10,Program Report #:,USCSG-R-08-81
