,MetadataField,Metadata
0,NSGL Document #:,MEU-E-17-003
1,Sea Grant Program/Affiliate:,Maine Sea Grant
2,Title:,Oceanic Scales Lesson Plan #3: Microplastic Solutions
3,Publication Year :,2017
4,Publisher:,"Orono, ME: Coaction Laboratory, University of Maine and Santa Cruz, CA: Open Laboratory, University of California Santa Cruz."
5,# Pages / Video Length:,5
6,Publication Type:,educational materials
7,Project #:,DV-15-15
8,URL:,http://oceanics​cales.com/ocean​ic-​scales-​lesson-​plan-​3-​microplastic-​solutions/
9,Abstract:,Students will gain an understanding of the complex problem of micro plastics in the ocean and how it affects the marine food web.
