,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-90-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Ocean and coastal management: the role and activities of California government in spring 1988
3,Author:,"Lima, James T."
4,Publication Year :,1990
5,# Pages / Video Length:,45
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,P-T-52
8,Project #:,R/NP-1-16D
9,Abstract:,"Managing California's ocean and coastal resources is a task accomplished by numerous state employees housed in a variety of executive agencies, commissions, and departments, the activities of which are as diverse as the resources themselves. This report provides an overview of the responsibilitie​s and activities of the several state agencies involved in managing ocean and coastal resources. This working paper provides a selective overview of the diverse role of the state executive and legislative branch involved in developing and implementing ocean resource management policy."
