,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-09-013
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Musselmen: Harvesting mussels from an offshore oil platform
3,Author:,"Richards, John"
4,,"Fusaro, Craig"
5,,"Culver, Carrie"
6,Publication Year :,2009
7,Source Citation:,"""Ecology of Marine Wind Farms,"" 8th Annual Ronald C. Baird Symposium, powerpoint presentation, Newport, Rhode Island, November 2-4, 2009."
8,# Pages / Video Length:,33
9,Publication Type:,reprints (not peer-reviewed)
10,Project #:,A/EA-11
11,URL:,http://seagrant​.gso.uri.edu/sp​ecial-​programs/baird/ (Baird Sea Grant Science Symposium website)
