,MetadataField,Metadata
0,NSGL Document #:,CUIMR-N-91-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant Extension Program Newsletter (January-​December 1991)
3,Editor :,"Dewees, Christopher M."
4,Publication Year :,1991
5,Publisher:,University of California Cooperative Extension
6,# Pages / Video Length:,20
7,Publication Type:,periodicals
8,Program Report #:,91-1
9,,91-2
10,,91-3
11,,91-4
12,,91-5
13,Notes:,Published bi-monthly
14,Abstract:,Five issues of the Sea Grant Extension Program Newsletter reporting news on the California Sea Grant College Program for 1991.
