,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-06-012
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Strain associated virulence patterns in Streptococcus iniae in hybrid-striped bass
3,Author:,"Colvin, Kelly"
4,,"Patel, Silpa"
5,,"Timmer, Anjuli"
6,,"VanOlst, Jon C."
7,,"Nizet, Victor"
8,,"Buchanan, John"
9,Publication Year :,2006
10,Source Citation:,"""American Society for Microbiology Conference on Streptococcal Genetics,"" Saint-Malo, France, June 18-21, 2006."
11,# Pages / Video Length:,1
12,Publication Type:,reprints (not peer-reviewed)
13,Project #:,R/A-124
14,Abstract:,Streptococcus iniae is a major fish pathogen producing invasive infections such as meningoencephal​itis that result in major economic losses in aquaculture worldwide. There is currently little understanding of the phenotypic characteristics of this pathogen that promote virulence. Development of in vitro models of S. iniae virulence can provide insight to the pathogenesis of infection in vivo.
