,MetadataField,Metadata
0,NSGL Document #:,MASGC-R-05-008
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,"Preventing and managing hull fouling: International, Federal, and State laws and policies (Power Point presentation)"
3,Author:,"Savarese, Jason"
4,Publication Year :,2005
5,Source Citation:,"""Managing Hull Transport of Aquatic Invasive Species Workshop Proceedings,"" May 11, 2005, San Francisco, California, pp. 32-41."
6,# Pages / Video Length:,10
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,MASGP-05-050
9,Project #:,L-3
