,MetadataField,Metadata
0,NSGL Document #:,CASG-Q-12-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant Program Directory 2012
3,Author:,"Eckman, James E. (Director)"
4,Editor :,"Furse, Joann"
5,Publication Year :,2012
6,Publisher:,University of California Sea Grant College Program
7,# Pages / Video Length:,56
8,Publication Type:,"program reports (annual, progress, planning reports, etc)"
9,Program Report #:,R-061
10,Grant/Contract #:,NOAA Sea Grant No. NA10OAR4170060
11,Project #:,C/P-1
12,Abstract:,"California Sea Grant contributes to the growing body of knowledge about coastal and marine resources and helps solve contemporary marine-related problems through its sponsored research. It supports graduate education by funding trainees who work with marine scientists and engineers on a diversity of subject areas. Through its outreach and communications components, developments in information and technology are transferred to stakeholders. Its Extension personnel play a major role in the link between university, industry and the public. The research funded is selected on the basis of competitive, peer-reviewed proposals and addresses a wide range of problems and opportunities. This Program Directory provides summaries of the projects funded in 2012 by California Sea Grant. Further information on any of these projects is available by contacting our offices, or visiting the program Web site- http://www.csgc​.ucsd.edu."
