,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-03-013
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Sea Lions and Seals in Oregon
3,Editor :,"Cooper, Rick"
4,Publication Year :,2003
5,Publisher:,OSU Sea Grant
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,ORESU-G-03-013
9,Grant/Contract #:,NOAA Sea Grant No. NA16RG1039
10,Project #:,A/ESG-05
11,Abstract:,"California sea lions, Steller sea lions, and harbor seals are all found, at times, along the Oregon coast. This fact sheet tells readers how to distinguish the different animals and how to help ensure their well-being."
