,MetadataField,Metadata
0,NSGL Document #:,CUIMR-H-94-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,A guide to California seafood
3,Author:,"Price, Robert"
4,Publication Year :,1994
5,# Pages / Video Length:,VP
6,Publication Type:,"handbooks, manuals, guides"
7,Project #:,A/EA-1
8,Notes:,"Santa Barbara, CA 93190."
9,Abstract:,"This manual, a guide to California's seafood products, incorporates a great deal of consumer, technical, and life history information of interest to industry members as well as the general public. Photographs of the product as it looks in the market place are included, as is a great deal of general information on seafood quality, handling, packaging, labeling, and shelf life."
