,MetadataField,Metadata
0,NSGL Document #:,CUIMR-Q-82-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Making Waves: California's Sea Grant Program 5-Year Report 1977-1982
3,Editor :,"Anderson, Kelly E."
4,Publication Year :,1983
5,Publisher:,"California Sea Grant College Program, Institute of Marine Resources"
6,# Pages / Video Length:,75
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,R-CSGCP-010
9,Grant/Contract #:,NOAA Sea Grant No. NA80AA-D-00120
10,,NOAA Sea Grant No. NA81AA-D-00094
11,Project #:,A/P-1
12,Abstract:,This publication reports the accomplishments​ and benefits of state-supported California Sea Grant activities in 1977-82. It is meant to assist the Resources Secretary in recommending to the legislature future directions of California's Sea Grant program. The report also serves as a framework for conducting future programmatic reviews and evaluations of California Sea Grant. It is not intended to present technical results of projects. Readers interested in the detailed scientific and technical accomplishments of Sea Grant activities should contact the Sea Grant administrative offices for additional information on specific Sea Grant projects.
