,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-94-057
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Analysis of the post-​translational processing of alpha-MSH in the pituitaries of the chondrostean fishes, ""Acipenser transmontanus"" and ""Polyodon spathula"""
3,Author:,"Keller, Heide"
4,,"Redding, J. Michael"
5,,"Moberg, Gary"
6,,"Dores, Robert M."
7,Publication Year :,1994
8,Source Citation:,"""General and Comparative Endocrinology,"" 94:159-165, 1994."
9,# Pages / Video Length:,7
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/A-85
12,Abstract:,"In an effort to sort out the origins of alpha-MSH acetylation mechanisms, this study of the intermediate pituitaries of the chondrostean fishes, ""Acipenser transmontanus"" (the white sturgeon) and ""Polyodon spathula"" (the paddlefish) was made. The presence of N-acetylated forms of alpha-MSH in the pituitaries of representatives of the two extant genera of chondrostean fish coupled with the observation that N-acetylated forms of alpha-MSH are present in the pituitaries of cladistian and neopterygian fishes indicates that the alpha-MSH specific N-acetylation mechanism evolved prior to the radiation of the Actinopterygii."
