,MetadataField,Metadata
0,NSGL Document #:,CASG-R-07-030
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Spatial dynamics of the Nassau grouper Epinephelus striatus in a Caribbean atoll
3,Author:,"Starr, Richard M."
4,,"Sala, Enric"
5,,"Ballesteros, Enric"
6,,"Zabala, Mikel"
7,Publication Year :,2007
8,Source Citation:,"""Marine Ecology Progress Series,"" 343:239-249, August 7, 2007."
9,# Pages / Video Length:,11
10,Publication Type:,reprints (peer-reviewed)
11,Abstract:,"Worldwide, chronic overfishing has depleted populations of large predatory reef fishes and caused unexpected, top-down changes in coral reef ecosystems. Groupers are especially susceptible to overexploitatio​n, because they aggregate to reproduce at specific locations and times. An understanding of the spatial dynamics of these fishes is critical for fisheries management and conservation. However, movements and migration dynamics of endangered reef fishes are poorly known. We show, using acoustic telemetry, that Nassau groupers Epinephelus striatus exhibit highly synchronized migration to spawning sites, despite their otherwise solitary habits. Reproductive adults leave their individual territories in shallow waters near the winter full moons, and migrate to the same spawning site up to 4 times yr?1. At the spawning site, a remarkable population-wide depth change occurs within an hour as individuals dive to a maximum depth of 255 m. Our results greatly expand the previously known migration frequency and depth range of this species, and reveal an unexpected yet predictable complexity of adult fish migration between habitats. Effective conservation of this threatened species requires that deeper reefs and the timing of migration events be incorporated into fisheries management plans."
