,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-78-090
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"A comparison of larval and juvenile stages of the lobsters ""Homarus americanus,"" ""Homarus gammarus,"" and their hybrid"
3,Author:,"Carlberg, J. M."
4,,"Van Olst, J. C."
5,,"Ford, R. F."
6,Publication Year :,1978
7,Source Citation:,"""Proceedings of the World Mariculture Society,"" 9:109-122, 1978."
8,# Pages / Video Length:,8
9,Publication Type:,reprints (not peer-reviewed)
