,MetadataField,Metadata
0,NSGL Document #:,CASG-R-17-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Species-​Specific Responses of Juvenile Rockfish to Elevated pCO2: From Behavior to Genomics
3,Author:,"Hamilton, Scott L."
4,,"Logan, Cheryl A."
5,,"Fennie, Hamilton W."
6,,"Sogard, Susan M."
7,,"Barry, James P."
8,,"Makukhov, April D."
9,,"Tobosa, Lauren R."
10,,"Boyer, Kirsten"
11,,"Lovera, Christopher F."
12,,"Bernardi, Giacomo"
13,Publication Year :,2017
14,Source Citation:,"PloS ONE, 12(1):e0169670, January 5, 2017"
15,DOI #:,10.1371/journal​.pone.0169670
16,# Pages / Video Length:,23
17,Publication Type:,reprints (peer-reviewed)
18,Project #:,R/CC-07
19,Notes:,open access
