,MetadataField,Metadata
0,NSGL Document #:,CASG-R-11-074
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Acoustic reflections on marine populations
3,Author:,"Jaffe, Jules S."
4,,"Roberts, Paul L.D."
5,Publication Year :,2011
6,Source Citation:,"""Physics Today,"" 64(9):76-77, 2011."
7,DOI #:,10.1063/pt.3.12​60
8,# Pages / Video Length:,2
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/OE-40
11,Abstract:,"Monitoring populations of marine animals has never been easy. Yet nowadays, as global natural resources become ever more depleted, tracking our precious marine animal populations is vitally important as part of a program of ecosystem management. The Gulf of Mexico oil spill and its resultant effects, to cite one instance, highlight how accurate information about marine populations is paramount to the management of oil drilling and the promotion of healthy ecosystem recovery."
