,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-99-036
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,The multi-​xenobiotic resistance phenotype as a tool to biomonitor the environment
3,Author:,"Minier, Christophe"
4,,"Eufemia, Nancy"
5,,"Epel, David"
6,Publication Year :,1999
7,Source Citation:,"""Biomarkers,"" 4(6):442-454, 1999."
8,# Pages / Video Length:,13
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/CZ-143
11,Abstract:,"Organisms use a variety of cellular mechanisms to avoid the effects of toxins. One strategy utilizes transport mechanisms to actually prevent the entry and accumulation of toxins in the cells. These toxin avoidance mechanisms, which presumably evolved in response to natural toxins, can also be used to counter the effects of compounds introduced into the environment by human activities. The authors of this article discuss the use of transport mechanism strategies to protect against toxins and the possible use of these mechanisms as biomarkers indicative of exposure to anthropogenic toxins. The characteristics of transport mechanisms, including biology, genetics, and molecular properties are also discussed."
