,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-86-025
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"The diterpenes of ""Dictyota dichotoma"" from the Indian Ocean"
3,Author:,"Rao, C. Bheemasankara"
4,,"Pullaiah, K. C."
5,,"Surapaneni, R. K."
6,,"et, al."
7,Publication Year :,1986
8,Source Citation:,"""The Journal of Organic Chemistry,"" 51:2736-2741, 1986."
9,Publication Type:,reprints (peer-reviewed)
10,Abstract:,"Sixteen new diterpenes were obtained from the brown alga ""Dictyota dichotoma"" collected from the coast of the Indian Ocean. Fifteen of the diterpenes are novel dolabellanes and one is a new dolastane derivative."
