,MetadataField,Metadata
0,NSGL Document #:,SCU-N-10-01a
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"Urban Mariner (Volume 2, Number 1, March 2010): Do you know the stingray shuffle?"
3,Editor :,"Grifman, Phyllis"
4,,"Hart, Juliette"
5,,"Stevenson, Charlotte"
6,Publication Year :,2010
7,# Pages / Video Length:,6
8,Publication Type:,periodicals
9,Program Report #:,USCSG-​TR-​01-​2010
10,URL:,http://urbanmar​iner.urbanocean​.org/images/sto​ries/Newsletter​Pics/Mar2010/um​3_lowe_online-​download_final.​pdf
