,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-94-019
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Physiology of seawater acclimation in the striped bass, ""Morone saxatilis"" (Walbaum)"
3,Author:,"Madsen, Steffen S."
4,,"McCormick, Stephen D."
5,,"Young, Graham"
6,,"Endersen, Jeanette S."
7,,"Nishioka, Richard S."
8,,"Bern, Howard A."
9,Publication Year :,1994
10,Source Citation:,"""Fish Physiology and Biochemistry,"" 13(1):1-11, 1994."
11,# Pages / Video Length:,11
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,R/F-145
14,Abstract:,"The aim of this study was to characterise the physiological and biochemical mechanisms involved in seawater (SW) acclimation in the striped bass, and to determine how this species tolerates abrupt transfer from freshwater (FW) to full-strength SW. The time course of SW acclimation was studied, and FW- and SW- acclimated fish were compared with respect to several parameters in gill, opercular membrane, intestine and kidney. As salinity induced only minor changes in the osmoregulatory organs examined, it is proposed that the intrinsic euryhalinity of the striped bass may be related to a high degree of 'preparedness' for hypoosmoregulat​ion that is uncommon among teleosts studied to date."
