,MetadataField,Metadata
0,NSGL Document #:,SCU-Q-86-002
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,University of Southern California (USC) Annual Report 1985-1986
3,Editor :,"Lawrence, Sally"
4,Publication Year :,1987
5,Publisher:,"USC Sea Grant Institutional Program, Institute for Marine and Coastal Studies"
6,# Pages / Video Length:,21
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,USCSG-SR-03-87
9,Grant/Contract #:,NA 86AA-D-SG119
