,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-93-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Toxinas marinas naturales (Spanish only)
3,Author:,"Price, Robert J."
4,,"Hansgen, Kenneth H."
5,,"Langlois, Gregg W."
6,Publication Year :,1993
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,UCSGEP 93-6
10,Project #:,A/EA-1
11,Notes:,"Technology, Univ. of California, Davis 95616-8598."
12,Abstract:,"This fact sheet, entirely in Spanish, provides information about the causes of paralytic (PSP) and amnesic (ASP) shellfish poisoning with an emphasis on California waters. Monitoring programs for both waters and shellfish are explained."
