,MetadataField,Metadata
0,NSGL Document #:,CASG-N-06-01c
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant News (Summer 2006): Coastal Science Serving California
3,Author:,"Furse, Joann"
4,,"Johnson, Christina"
5,Editor :,"Gear, Marsha"
6,Publication Year :,2006
7,Publisher:,University of California Sea Grant College Program
8,# Pages / Video Length:,8
9,Publication Type:,periodicals
10,Grant/Contract #:,NA04OAR4170038
11,Project #:,A/P-1
12,Abstract:,The following titles are inside the Summer 2006 issue newsletter: 1. Enlisting marine mammals to probe ocean: sea lion foraging patterns give insights on warming. pp. 3-4. 2. How healthy is that marsh? Biologists count parasites. pp. 5-6. 3. Lab-reared native California rockfish celebrate first birthday. Pp. 6-7. 4. Land Commission urges alternatives to toxic hull paints. p. 7. 5. Retired seafood technology specialist Bob Price: 1942- 2006. P. 8.
