,MetadataField,Metadata
0,NSGL Document #:,NSGLC-R-11-001
1,Sea Grant Program/Affiliate:,National Sea Grant Law Center
2,Title:,The Legal Viability of Territorial Use Rights in Fisheries (TURFs) in California
3,Author:,"Carden, Kristin N."
4,Publication Year :,2011
5,Source Citation:,"""Ecology Law Quarterly,"" 38(1):121-178, 2011."
6,# Pages / Video Length:,58
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,NSGLC-11-05-06
9,URL:,http://boalt.or​g/elq/documents​/elq38_1_03_201​1_0803.pdf
