,MetadataField,Metadata
0,NSGL Document #:,CASG-R-16-016
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Early ocean distribution of juvenile Chinook salmon in an upwelling ecosystem
3,Author:,"Hassrick, Jason L."
4,,"Henderson, Mark J."
5,,"Huff, David D."
6,,"Sydeman, William J."
7,,"Sabal, Megan C."
8,,"Harding, Jeffrey A."
9,,"Ammann, Arnold"
10,,"Crandall, Eric D."
11,,"Bjorkstedt, Eric P."
12,,"Garza, John Carlos"
13,,"Hayes, Sean A."
14,Publication Year :,2016
15,Source Citation:,"Fisheries Oceanography, 25:2,133–146, 2016"
16,DOI #:,10.1111/fog.121​41
17,# Pages / Video Length:,14
18,Publication Type:,reprints (peer-reviewed)
