,MetadataField,Metadata
0,NSGL Document #:,CASG-N-09-01a
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant News (April 2009): Coastal Science Serving California
3,Editor :,"Johnson, Christina S."
4,Publication Year :,2009
5,Publisher:,California Sea Grant College Program
6,# Pages / Video Length:,6
7,Publication Type:,periodicals
8,Grant/Contract #:,NA08OAR4170669
9,Project #:,C/P-1
10,Abstract:,$1.4 Million Awarded to Six New Research Projects; New Research Projects; Exercise Speeds Fish Growth; Walkable Map at La Jolla Shores; Nature's Beautiful Ocean Instruments; New Quagga and Zebra Mussel Guide
