,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-92-057
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Nagilactones from ""Podocarpus nagi"" and their effects on the feeding and growth of tobacco budworm"
3,Author:,"Zhang, Minli"
4,,"Ying, Bai-Ping"
5,,"Kubo, Isao"
6,Publication Year :,1992
7,Source Citation:,"""Journal of Natural Products,"" 55(8):1057-​1062, August 1992."
8,# Pages / Video Length:,6
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-35
11,Abstract:,"Species of the gymnosperm ""Podocarpus"" species have been reported to be resistant to many insects, and nor- and bisnorditerpene dilactones such as nagilactones from these plants have been shown to be responsible, at least in part, for this resistance. These terpenoids have been previously reported to be toxic to the housefly, the codling moth, and several other important agricultural pests. For previous experiments, nagilactones were isolated from ""Podocarpus nagi"" collected in Nara, Japan. These plants have been studied most extensively. For this study, ""P. nagi"" was collected from the Kochi and Kagoshima regions, where the nagilactones were different both in quality and quantity. Distributions of nagilactones in different parts of ""P. nagi"", expecially in the fruit, were analyzed, and the feeding deterrence and growth inhibtion of the four most abundant nagilactones larvae of the tobacco budworm, ""Heliothis virescens"", were tested."
