,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-046
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Vertical vs. horizontal cylinders in waves
3,Author:,"Nath, John H."
4,Publication Year :,1983
5,Source Citation:,"""Proceedings of the Conference on Pipelines in Adverse Environments,"" AS CE, pp. 704-719, San Diego, California, November 14-16, 1983."
6,# Pages / Video Length:,16
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,ORESU-R-83-046
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,engineering
11,,"Pipelines are exposed to various wave and current conditions in the ocean; the spatial orientation of the pipeline with respect to the flow conditions and marine biofouling can increase the hydrodynamic forces considerably. Research was performed at Oregon State University in the laboratory concerning the forces on vertical and horizontal cylinders in waves. The force differences are displayed with the force transfer coefficients; tests were performed on smooth, sand-roughened and artificially marine-​roughened cylinders. Results for the vertical cylinder show significant increases in both the force transfer coefficients and the maximum forces."
