,MetadataField,Metadata
0,NSGL Document #:,CASG-G-16-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Natural Biotoxins in California Crabs: Domoic Acid
3,Author:,"Culver, Carolynn"
4,,"Pomeroy, Carrie"
5,,"Tynurczy, Joe"
6,Publication Year :,2016
7,# Pages / Video Length:,3
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Abstract:,"In 2015, widespread high levels of a naturally occurring biotoxin, domoic acid, were found in some crab species in California. As a result, the opening of the Dungeness crab fishery was postponed and area closures of the northern and southern rock crab fisheries were implemented in November 2015. This document addresses some questions raised about these closures."
