,MetadataField,Metadata
0,NSGL Document #:,CASG-NR-11-013
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Salmon is sustainable
3,Author:,"Tom, Pamela"
4,Publication Year :,2011
5,Source Citation:,"""The Culinarian,"" pp. 6-8, October 2011."
6,# Pages / Video Length:,3
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,A/EA-AR-01
9,Abstract:,"Wild-caught, California king salmon (also known as Chinook with the Latin species name, Oncorhynchus tshawytscha) has made a comeback this year after the California season suffered limited fishing opportunities during the past five years. Fishermen abide by federal and state regulations designed to ensure that adequate stocks of fish exist now and in the future."
