,MetadataField,Metadata
0,NSGL Document #:,CASG-R-16-017
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Combined effects of water flow and copper concentration on the feeding behavior, growth rate, and accumulation of copper in tissue of the infaunal polychate Polydora cornuta"
3,Author:,"Colvin, Marienne A"
4,,"Hentschel, Brian T"
5,,"Deheyn, Dimitri D"
6,Publication Year :,2016
7,Source Citation:,"Ecotoxicology, 25(10):1720-​1729, 2016"
8,DOI #:,10.1007/s10646-​016-​1705-​z
9,# Pages / Video Length:,10
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/CZ-199
