,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-029
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,The accessory nasal sacs of flatfishes: systematic significance and functional implications
3,Author:,"Webb, Jacqueline F."
4,Publication Year :,1993
5,Source Citation:,"""Bulletin of Marine Science,"" 52(1):541-553, 1993."
6,# Pages / Video Length:,13
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/NP-1-18B
9,Abstract:,"Olfactory stimuli are cues for prey localization, homing and for social interactions in fishes. In order to be effective, however, chemicals dissolved in water must be brought into physical contact with the ciliated sensory epithelia in the sensory nasal sacs. Given the benthic habit of post-​metamorphic flatfishes, it is not surprising that they have accessory nasal sacs. The systematic and evolutionary implications of variation in accessory nasal sac configurations among flatfishes and the potential diversity of nasal ventilatory mechanisms used by flatfishes are discussed."
