,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-018
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"New hirsutane based sesquiterpenes from salt water cultures of a marine sponge-derived fungus and the terrestrial fungus ""Coriolus consors"""
3,Author:,"Wang, Gui-Yang-Sheng"
4,,"Abrell, Leif M."
5,,"Avelar, Abigail"
6,,"Borgeson, Bethel M."
7,,"Crews, Phillip"
8,Publication Year :,1998
9,Source Citation:,"""Tetrahedron,"" 54:7335-7342, 1998."
10,# Pages / Video Length:,8
11,Publication Type:,reprints (peer-reviewed)
12,Project #:,R/MP-63
13,Abstract:,"In this study, five new cyclic sesquiterpenes, hirsutanols A (6), B (7), C (8), hirsutanol D (9), and ""ent""- gloeosteretriol (10) and a new diketopiperazin​e (14) were isolated from salt water culture of two fungi. Sesquiterpenes 6-8 and 10 were obtained from an unidentified fungus separated from an Indo-Pacific sponge ""Haliclona"" sp. while 9 and 14 were produced by the terrestrial fungus ""Coriolus consors"" cultured under both sea water and deionized water media. Hirsutanol A (6) and ""ent""- gloesteretriol (10) were found to be anti-microbial (""Bacillus subtilus"") active. All structures were elucidated by spectroscopic methods."
