,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-85-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Genetics in Aquaculture II
3,Editor :,"Gall, G. A. E."
4,,"Busack, C. A."
5,Publication Year :,1986
6,Source Citation:,"Proceedings of the Second International Symposium on Genetics in Aquaculture, Davis, California, June 23-28, 1985"
7,Publisher:,Elsevier Science Publishing Company Inc.
8,# Pages / Video Length:,386
9,Publication Type:,conference/work​shop proceedings
10,Abstract:,"The following papers are included in this proceedings: 1. Monitoring genetic change. H. Fredeen pp. 1-26. 2. Effective population size and selection in variable aquaculture stocks. R. W. Doyle and A. J. Talbot pp. 27-35. 3. Growth and reproduction in fish and shellfish. B. Gjerde pp. 37-55. 4. Ploidy manipulation and performance. G. H. Thorgaard pp. 57- 64. 5. Developing a commercial breeding program. F. T. Shultz pp. 65-76. 6. Breeding plan for sea ranching. T. Gjedrem pp. 77-80. 7. Application of a genetic fitness model to extensive aquaculture. J. E. Lannan and A. R. D. Kapuscinski pp. 81-87. 8. Duration of feeding and indirect selection for growth of tilapia. C. T. Villegas and R. W. Doyle pp. 89-92. 9. Replicate variance and the choice of selection procedures for tilapia (""Oreochromis niloticus"") stock improvement in Thailand. S. Uraiwan and R. W. Doyle pp. 93-98. 10. Genetic aspects of hatchery rearing of the scallop, ""Pecten maximus"" (L.). A. R. Beaumont pp. 99-110. 11. Controlled mating of the European oyster, ""Ostrea edulis"" G. F. Newkirk pp. 111-116. 12. Calluses, cells, and protoplasts in studies towards genetic improvement of seaweeds. M. Polne-Fuller and A. Gibor pp. 117- 123. 13. Genetic and environmental components of variation for growth of juvenile Atlantic salmon (""Salmo salar""). J. K. Bailey and E. J. Loudenslager pp. 125-132. 14. The genetics of production characters in the blue mussel ""Mytilus edulis"". I. A preliminary analysis. A. L. Mallet, et al pp. 133-140. 15. The effect of strain crossing on the production performance in rainbow trout. G. Horstgen-​Schwark, et al pp. 141-152. 16. Genotype-​environment interactions for growth of rainbow trout, ""Salmo gairdneri"". R. N. Iwamoto, et al pp. 153-161. 17. Response of channel catfish to multi-factor and divergent selection of economic traits. K. Bondari pp. 163-170. 18. Genetic selection for shell traits in the Japanese pearl oyster, ""Pinctada fucata martensii"". K. T. Wada pp. 171-176. 19. Mass selection for growth rate in the Nile tilapia (""Oreochromis niloticus""). G. Hulata, et al pp. 177-184. 20. Factors affecting growth in rainbow trout (""Salmo gairdneri"") stocks. L. Siitonen pp. 185-191. 21. Comparison of strains, crossbreeds and hybrids of channel catfish for vulnerability to angling. R. A. Dunham, et al pp. 193-201. 22. Interspecific hybridization of the species of ""Macrocystis"" in California. R. J. Lewis and B. W. W. Harger pp. 203-210. 23. Genetic differentiation among seasonally distinct spawning populations of chum salmon, ""Oncorhynchus keta"". R. F. Tallman pp. 211-218. 24. Variability of embryo development rate, fry growth, and disease susceptibility in hatchery stocks of chum salmon. W. W. Smoker pp. 219-226. 25. Genetic studies connected with artificial propagation of cod (""Gadus morhua"" L.). K. E. Jorstad pp. 227-238. 26. Bottleneck effects and the depression of genetic variability in hatchery stocks of ""Penaeus japonicus"" (Crustacea, Decapoda). V. Sbordoni, et al pp. 239-251. 27. The enzyme gene variation of ten Finnish rainbow trout strains and the relation between growth rate and mean heterozygosity. M.-L. Koljonen pp. 253-260. 28. Genetic heterozygosity and growth rate in Louisiana oysters (""Crassostrea virginica""). D. W. Foltz and M. Chatry pp. 261- 269. 29. Triploidy induction by thermal shocks in the Japanese oyster, ""Crassostrea gigas"". E. Quillet and P. J. Panelay pp. 271-279. 30. Tetraploid induction in ""Oreochromis"" spp. J. M. Myers pp. 281-287. 31. Androgenetic rainbow trout produced from inbred and outbred sperm sources show similar survival. P. D. Scheerer, et al pp. 289-298. 32. Commercial methods for the control of sexual maturation in rainbow trout (""Salmo gairdneri"" R.). V. J. Bye and R. F. Lincoln pp. 299-309. 33. Broodstock development for monosex production of grass carp. W. L. Shelton pp. 311-319. 34. Color, growth and maturation in ploidy-​manipulated fancy carp. N. Taniguchi, et al pp. 321-328. 35. Comparative growth and development of diploid and triploid coho salmon, ""Onchorhynchus kisutch"". O. W. Johnson, et al pp. 329-336. 36. Increased resistance of triploid rainbow trout X coho salmon hybrids to infectious hematopoietic necrosis virus. J. E. Parsons, et al pp. 337-343. 37. Female brown trout X Atlantic salmon hybrids produce gynogens and triploids when backcrossed to male Atlantic salmon. K. R. Johnson and J. E. Wright pp. 345-358."
