,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-00-032
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Effects of steroid hormones on in vitro oocyte maturation in white sturgeon ""Acipenser transmontanus"""
3,Author:,"Webb, M. A. H."
4,,"Van Eenennaam, J. P."
5,,"Doroshov, S. I."
6,Publication Year :,2000
7,Source Citation:,"""Fish Physiology and Biochemistry,"" Volume 23, pp. 317-325."
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-106
11,Abstract:,"Researchers have identified the steroids produced endogenously by ovarian follicles collected from mature white sturgeon females. Suggestive identification of these steroids was based on their isopolarity with authentic standards on high performance liquid chromatography, and gas chromatography-​mass spectrometry provided for the positive identification of several steroids. The objective of this work was to examine the potency of several of these steroids in the in vitro induction of oocyte maturation."
