,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-94-016
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Sperm penetration of the vitelline envelope of ""Sicyonia ingentis"" eggs is mediated by a trypsin-like lysin of acrosomal vesicle origin"
3,Author:,"Chen, Tzyy-Ing"
4,,"Green, Jeffery D."
5,,"Clark, Wallis H. Jr."
6,Publication Year :,1994
7,Source Citation:,"""Development Growth & Differentiation​,"" 36(3):259-273, 1994."
8,# Pages / Video Length:,15
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-81
11,Notes:,eggs
12,Abstract:,"The eggs of most animals are surrounded by one or more egg coats which sperm must traverse to achieve fertilization. Some of these investments can be penetrated by the swimming force of a motile sperm, while others, such as vitelline envelopes (also termed vitelline layers or coats) or chorions, are impenetrable to such force. To better understand how decapod sperm gain access to the egg researchers examined the mechanisms by which sperm penetrate the egg investment of the shrimp, ""Sicyonia ingentis"". This study used protease inhibitors to show that sperm penetration of the vitalline envelope is due to the activity of a sperm trypsin-like protease(s)."
