,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-83-047
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,States' rights and federal powers going beyond federal consistency
3,Author:,"Hildreth, Richard G."
4,Publication Year :,1984
5,Source Citation:,"""Coastal Zone '83,"" Third Symposium on Coastal and Ocean Management, San Diego, California, June 1-4, 1983."
6,Publication Type:,reprints (not peer-reviewed)
7,Program Report #:,ORESU-R-83-047
8,Grant/Contract #:,NOAA Sea Grant
9,Project #:,R/PPA-21
