,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-07-009
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Mining Marine Bacterial Genomes for Biosynthetic Treasures
3,Author:,"Moore, Bradley S."
4,Publication Year :,2007
5,Source Citation:,"""The University of Tokyo International Symposium Frontier of Microbial and Plant Biotechnology in Environmental and Life Sciences,"" Tokyo, Japan, December 2007."
6,# Pages / Video Length:,1
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/NMP-98
9,Abstract:,"The field of genomics has revolutionized modern biotechnology. Its application to natural product research has opened new doors to drug discovery and development through genome mining and metabolic engineering. Over the past few years we have focused on the biosynthesis and bioengineering of microbial natural products from marine sediment-​derived actinomycetes. The recent genome sequence analysis of two obligate marine actinomycetes belonging to the newly established genus Salinispora has revealed rich and metabolically diverse secondary metabolic capabilities that exceed 10% of their genomes. Using bioinformatics as our guide, we have been able to discover new natural product chemistry and novel biosynthetic processes as well as generate new chemical entities via gene engineering. The utility of genome sequencing in the natural product discovery and development process will be presented in this lecture with several examples from Salinispora tropica and Salinispora arenicola."
