,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-026
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Mass mortality of abalone ""Haliotis cracherodii"" on the California Channel Islands: tests of epidemiological hypotheses"
3,Author:,"Lafferty, Kevin D."
4,,"Kuris, Armand M."
5,Publication Year :,1993
6,Source Citation:,"""Marine Ecology Progress Series,"" 96:239-248, June 29, 1993."
7,# Pages / Video Length:,10
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/F-135
10,Abstract:,"Along the coast of the California Channel Islands, the abundant black abalone ""Haliotis cracherodii"" began to die in large numbers in 1985. This die-off has spread to most of the islands and still continues. Analysis of the changes in abalone abundance at numerous locations suggests that this is the result of an infectious disease spreading slowly from the south side of Santa Cruz Island. However, researchers have found no agent of infection. As with many diseases, warm temperatures acted to increase mortality rates. Results were not consistent with other hypotheses for the decline such as over-​harvesting, pollution, or factors related to physiological stresses by the strong El Nino of 1983-84, including warm temperatures, starvation and competition."
