,MetadataField,Metadata
0,NSGL Document #:,FLSGP-B-12-001
1,Sea Grant Program/Affiliate:,Florida Sea Grant
2,Title:,Explore the West Coast National Marine Sanctuary with Jean-Michel Cousteau
3,Editor :,"McGuire, Maia"
4,Publication Year :,2012
5,# Pages / Video Length:,351
6,Publication Type:,books
7,Notes:,See FLSGP-B-11-001 for the Southeast sanctuaries
8,URL:,http://www.amaz​on.com/Explore-​National-​Sanctuaries-​Jean-​Michel-​Cousteau/dp/098​2694024
9,Abstract:,"The four-book series, Explore the National Marine Sanctuaries with Jean-Michel Cousteau has been developed in partnership with the National Marine Sanctuary system and Ocean Futures Society. Each book in the series takes readers to one of the four regions of the country into which NOAA has organized its management of the National Marine Sanctuaries. This book visits sanctuaries in the off the coast of California and Washington."
