,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-91-020
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"6-​Bromotryptamine derivatives from the Gulf of California tunicate ""Didemnum candidum"""
3,Author:,"Fahy, Eoin"
4,,"Potts, Barbara C. M."
5,,"Faulkner, D. John"
6,,"Smith, Keith"
7,Publication Year :,1991
8,Source Citation:,"""Journal of Natural Products,"" 54(2):564-569, March/April 1991."
9,# Pages / Video Length:,6
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-46
12,Abstract:,"Two slightly different specimens of the encrusting grey tunicate ""Didemnum candidum"" were collected in the southern Gulf of California and were exmained separately; 6-​bromotryptamine was isolated from the first specimen, and the second specimen yielded two 6-​bromotryptamine derivatives."
