,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Developing a vaccine to prevent Streptococcus iniae infection in fish
3,Author:,"Nizet, Victor"
4,,"Johnson, Christina S."
5,Publication Year :,2011
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Project #:,C/P-1
9,Abstract:,"With Sea Grant support, medical researchers helped fish growers develop a control method for a deadly bacterial infection that costs the global aquaculture industry about $100 million annually."
