,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-94-052
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Enzymatic treatments and thermal effects on edible soy protein films
3,Author:,"Stuchell, Yvonne M."
4,,"Krochta, John M."
5,Publication Year :,1994
6,Source Citation:,"""Journal of Food Science,"" 59(6):1332-​1337, 1994."
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/F-139
10,Abstract:,"The effect of heat and enzymatic treatments on physical and moisture barrier properties of soy protein isolate (SPI) edible films were evaluated at three plasticizer levels. Heat treatment produced a film which was smoother and more transparent than unheated SPI films. Heated films had decreased water vapro permeability (WVP) and increased percent elongation at break and percent soluble protein when compared to unheated films. Treatment with horseradish peroxidase provided no further improvement in WVP, but is increased tensile strength and percent protein solubility and decreased percent elongation at break. Enzymatic treatment caused protein degradation in addition to crosslinking."
