,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-95-035
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"In vitro production of IGF-binding proteins (IGFBP) by various organs of the striped bass, ""Morone saxatilis"""
3,Author:,"Siharath, Kimmakone"
4,,"Nishioka, Richard S."
5,,"Bern, Howard A."
6,Publication Year :,1995
7,Source Citation:,"""Aquaculture,"" 135:195-202, 1995."
8,# Pages / Video Length:,8
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-145
11,Abstract:,"Production in vitro of insulin-like growth factor-binding proteins (IGFBP) by various organs of the striped bass was examined by organ culture. Striped bass IGFBP-1 and IGFBP-3 were detected only in liver. IGFBP-2 was present in media from liver, pituitary, trunk kidney and bulbus arteriosus, and was detected occasionally in media from optic lobe of the brain, ceratobranchial cartilage, ceratobranchial bone, heart, spleen, gonad and gut. Although stripe bass IGFBPs may not directly correspond to mammalian IGFBPs of similar molecular weight, multi-organ IGFBPs may not directly correspond to mammalian IGFBPs of similar molecular weight, multi-organ IGFBP production appears to be an evolutionarily-​conserved mechanism in vertebrates, evident in both teleosts and mammals."
