,MetadataField,Metadata
0,NSGL Document #:,OREXT-G-83-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Whale-watching guidelines for vessel and aircraft operators
3,Author:,"Giles, Donald E."
4,Publication Year :,1983
5,Publisher:,Oregon State University Extension Service
6,# Pages / Video Length:,3
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,SG 75; OREXT-G-83-001
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,WHALE; PROTECTION; VESSEL
