,MetadataField,Metadata
0,NSGL Document #:,ORESU-E-13-002
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,You're excluded! An activity exploring technology changes in the trawl industry
3,Author:,"Doyle, Jamie"
4,,"Hildenbrand, Kaety"
5,Publication Year :,2013
6,# Pages / Video Length:,6
7,Publication Type:,educational materials
8,Program Report #:,ORESU-E-13-002
9,Project #:,A/ESG-07
10,Abstract:,"This curriculum includes objectives, method, materials needed, information on trawl fishing, pictures of nets, procedure, activity options, and discussion questions. It also includes instructions on incorporating engineering designs standards for kindergarten through high school."
