,MetadataField,Metadata
0,NSGL Document #:,ORESU-B-79-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,SALMON FISHERS OF THE COLUMBIA
3,Author:,"Smith, Courtland L."
4,Publication Year :,1979
5,Publisher:,"Oregon State University Press, Sea Grant College Program"
6,# Pages / Video Length:,117
7,Publication Type:,books
8,Program Report #:,ORESU-​B-​79-​001; ISBN 9780870713132 (hardcover)
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,"A comprehensive historical, social, and economic picture of the Columbia River salmon industry which noted environmental historian Richard White has described as ""the best introduction to Columbia River salmon fishing."""
