,MetadataField,Metadata
0,NSGL Document #:,ORESU-WR-11-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Ecology of nearshore sedimentary habitats in central Oregon
3,Author:,"Ciannelli, Lorenzo"
4,,"Henkel, Sarah"
5,,"Wakefield, Waldo"
6,Publication Year :,2011
7,Source Citation:,"""The Science of Coastal and Marine Spatial Planning Workshop,"" Corvallis, Oregon, November 29-30, 2011."
8,# Pages / Video Length:,1
9,Publication Type:,reprints (not peer-reviewed)
10,Program Report #:,ORESU-WR-11-007
11,Project #:,A/CC-16
12,,R/ECO-23
