,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-78-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Marine Mammal Information (December 1978)
3,Author:,"Morehouse, Connie"
4,,"Larison, Jim"
5,,"Wick, William Q. (Director)"
6,Editor :,"Mate, Bruce R."
7,Publication Year :,1978
8,Publisher:,Oregon State University Sea Grant College Program
9,# Pages / Video Length:,11
10,Publication Type:,periodicals
11,Program Report #:,ORESU-N-78-004
12,Grant/Contract #:,NOAA Sea Grant No. 04-7-158-44085
13,Notes:,The NSGL only has the December issue for 1978. It may be missing an issue.
14,Abstract:,The purpose of this newsletter is to communicate timely research results among marine mammalogists worldwide and to stimulate collaborative and comparative research efforts. Each issue will carry a feature on an important research aspect of marine mammals.
