,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-73-007
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"VOLATILE COMPOUNDS PRODUCED IN STERILE FISH MUSCLE (""EBASTES MELANOPS) BY PSEUDOMONAS PEROLENS"
3,Author:,"MILLER, ALEXANDER III"
4,,"SCANLAN, RICHARD ANTHONY"
5,,"LEE, JONG SUN"
6,,"LIBBEY, LEONARD MORTON"
7,,"MORGAN, MAX EUGENE"
8,Publication Year :,1973
9,Source Citation:,"APPLIED MICROBIOLOGY, 25(02):257-261, FEB. 1973"
10,# Pages / Video Length:,5
11,Publication Type:,reprints (peer-reviewed)
12,Program Report #:,ORESU-​R-​73-​007; OSU AES TP# 3457; NOAA-73062907
13,Grant/Contract #:,NOAA SEA GRANT
