,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-76-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,20 QUESTIONS ON THE 200-MILE LIMIT
3,Author:,"JACKSON, CHARLES B"
4,Publication Year :,1976
5,Publisher:,"Oregon State University Extension Service, Sea Grant Program"
6,# Pages / Video Length:,4
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,ORESU-G-76-001
9,Grant/Contract #:,NOAA Sea Grant
10,Abstract:,Question and answer brochure regarding the Two Hundred Mile fishing Limit.
