,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-81-008
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,USE OF BEEF TALLOW AS AN ENERGY SOURCE IN COHO SALMON (ONCORHYNCHUS KISUTCH) RATIONS
3,Author:,"YU, TEH CHU"
4,,"SINNHUBER, RUSSELL OTTO"
5,Publication Year :,1981
6,Source Citation:,"JOURNAL OF FISHERIES AND AQUATIC SCIENCES, 38(3):367-370, 1981"
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-81-008
10,Grant/Contract #:,NOAA SEA GRANT
11,Abstract:,FISH NUTRITION
