,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-89-047
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,"Characterizatio​n of a host response to the myxosporean parasite, ""Ceratomyxa shasta"" (Noble), by histology, scanning electron microscopy and immunological techniques"
3,Author:,"Bartholomew, J. L."
4,,"Smith, C. E."
5,,"Rohovec, J. S."
6,,"Fryer, J. L."
7,Publication Year :,1989
8,Source Citation:,"""Journal of Fish Diseases,"" 12:509-522, 1989."
9,# Pages / Video Length:,14
10,Publication Type:,reprints (peer-reviewed)
11,Program Report #:,ORESU-R-89-047
12,Grant/Contract #:,NOAA SEA GRANT
13,Project #:,R/FSD-26
