,MetadataField,Metadata
0,NSGL Document #:,ORESU-X-71-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,THE STATIC AND DYNAMIC ANALYSIS OF DISCRETELY REPRESENTED MOORINGS AND CABLES BY NUMERICAL MEANS
3,Author:,"DOMINGUEZ, RICHARD FRANK"
4,Publication Year :,1971
5,Publisher:,Oregon State University Sea Grant Program
6,# Pages / Video Length:,1
7,Publication Type:,theses/disserta​tions
8,Program Report #:,ORESU-X-71-001
9,Grant/Contract #:,NOAA SEA GRANT
10,Abstract:,See digital for thesis abstract.
